example,Haar_ms,Hybrid_ms,LLMW_ms
1,0.008216500006597016,0.02909549998264538,0.010835500006578513
2,0.009640000001809312,0.03197449998992852,0.010834999997655359
3,0.012384999990899814,0.03259349999495953,0.012906500003850851
4,0.4265100000111488,0.1709160000018528,2.595681999991939
5,0.1767489999906502,0.11260900001275331,1.5748490000078164
6,0.038119500004540896,0.04519250001067121,0.09431249999636293
